t,seq,err,servo_pwm,pid_select,Midline.k,Midline.b,Forward.k,Forward.b,Forward_2.k,Forward_3.k,RIGHT_duandian,LEFT_duandian,paodao_distance,valid_couter,RIGHT_cnt,LEFT_cnt,Forward_cnt,Forward_cnt_2,Forward_cnt_3,Speed_now,Speed_mubiao,danbian_flag,state_left_cnt,state_right_cnt,state_left_cnt_2,state_right_cnt_2,zhongxian_chuizhi,mode_prev,d_pwm,d_err
37.758,75,350,1720,9,0.25,100,0.5,80,0.45,0.4,829,265,700,444,112,126,60,0,14,8,8,1,0,0,0,0,0,9,0.0,0.0
37.873,76,350,1720,9,0.25,100,0.5,80,0.45,0.4,816,269,700,459,113,128,60,0,14,7.9,8,1,0,0,0,0,0,9,0.0,0.0
37.988,77,350,1720,9,0.25,100,0.5,80,0.45,0.4,800,279,700,451,127,113,60,0,14,8.3,8,1,0,0,0,0,0,9,0.0,0.0
38.102,78,350,1720,9,0.25,100,0.5,80,0.45,0.4,874,267,700,454,123,109,60,0,14,8.2,8,1,0,0,0,0,0,9,0.0,0.0
38.217,79,350,1720,9,0.25,100,0.5,80,0.45,0.4,850,282,700,454,109,111,60,0,14,8.1,8,1,0,0,0,0,0,9,0.0,0.0
38.332,80,350,1720,9,0.25,100,0.5,80,0.45,0.4,803,260,700,448,122,124,60,0,14,7.9,8,1,0,0,0,0,0,9,0.0,0.0
38.447,81,350,1720,9,0.25,100,0.5,80,0.45,0.4,872,279,700,446,119,117,60,0,14,7.9,8,1,0,0,0,0,0,9,0.0,0.0
38.561,82,350,1720,9,0.25,100,0.5,80,0.45,0.4,837,279,700,445,135,90,60,0,14,7.5,8,1,0,0,0,0,0,9,0.0,0.0
38.676,83,350,1720,9,0.25,100,0.5,80,0.45,0.4,809,239,700,462,129,115,60,0,14,7.9,8,1,0,0,0,0,0,9,0.0,0.0
38.791,84,350,1720,9,0.25,100,0.5,80,0.45,0.4,870,267,700,441,116,119,60,0,14,8.2,8,1,0,0,0,0,0,9,0.0,0.0
38.906,85,350,1720,9,0.25,100,0.5,80,0.45,0.4,859,269,700,444,120,110,60,0,14,8,8,1,0,0,0,0,0,9,0.0,0.0
39.020,86,11.6,1491,0,-0.018,100,-0.035,80,-0.032,-0.028,875,849,700,445,114,106,0,0,0,8.2,8,0,0,0,0,0,50,9,-229.0,-338.4
39.135,87,6.9,1473,0,0.023,100,0.047,80,0.042,0.038,903,882,700,448,123,117,0,0,0,8.2,8,0,0,0,0,0,50,0,-18.0,-4.7
39.250,88,17.6,1515,0,0.024,100,0.047,80,0.042,0.038,829,833,700,452,117,129,0,0,0,8.5,8,0,0,0,0,0,50,0,42.0,10.7
39.365,89,-4.7,1426,0,-0.007,100,-0.014,80,-0.013,-0.011,838,801,700,440,114,110,0,0,0,8.7,8,0,0,0,0,0,50,0,-89.0,-22.3
39.479,90,8.7,1480,0,-0.002,100,-0.003,80,-0.003,-0.003,850,808,700,438,123,121,0,0,0,8.5,8,0,0,0,0,0,50,0,54.0,13.4
39.594,91,-0.2,1444,0,0.051,100,0.102,80,0.092,0.082,863,865,700,448,129,129,0,0,0,8.5,8,0,0,0,0,0,50,0,-36.0,-8.9
39.709,92,-15.6,1383,0,0.026,100,0.053,80,0.047,0.042,863,874,700,440,108,136,0,0,0,8.5,8,0,0,0,0,0,50,0,-61.0,-15.4
39.824,93,3,1457,0,-0.035,100,-0.071,80,-0.064,-0.057,859,841,700,431,103,120,0,0,0,8,8,0,0,0,0,0,50,0,74.0,18.6
39.939,94,-0.6,1443,0,-0.006,100,-0.012,80,-0.011,-0.01,857,865,700,447,111,105,0,0,0,7.5,8,0,0,0,0,0,50,0,-14.0,-3.6
40.053,95,-6.6,1419,0,-0.003,100,-0.006,80,-0.006,-0.005,843,814,700,466,109,101,0,0,0,7.4,8,0,0,0,0,0,50,0,-24.0,-6.0
40.168,96,3.3,1458,0,0.015,100,0.03,80,0.027,0.024,862,822,700,443,108,111,0,0,0,7.8,8,0,0,0,0,0,50,0,39.0,9.9
40.283,97,-1.3,1440,0,0.018,100,0.036,80,0.032,0.029,866,849,700,450,128,103,0,0,0,8,8,0,0,0,0,0,50,0,-18.0,-4.6
40.398,98,-18.9,1369,0,0.019,100,0.039,80,0.035,0.031,815,842,700,446,115,131,0,0,0,8,8,0,0,0,0,0,50,0,-71.0,-17.6
40.512,99,-30.4,1324,0,0.022,100,0.044,80,0.04,0.035,907,851,700,455,138,106,0,0,0,8,8,0,0,0,0,0,50,0,-45.0,-11.5
40.627,100,1.1,1449,0,-0.005,100,-0.009,80,-0.008,-0.007,864,854,700,446,120,111,0,0,0,8.2,8,0,0,0,0,0,50,0,125.0,31.5
40.742,101,-8,1413,0,-0.004,100,-0.007,80,-0.006,-0.006,846,821,700,448,106,129,0,0,0,8.5,8,0,0,0,0,0,50,0,-36.0,-9.1
40.857,102,-9,1409,0,0.013,100,0.025,80,0.023,0.02,850,856,700,445,120,138,0,0,0,8.5,8,0,0,0,0,0,50,0,-4.0,-1.0
40.971,103,-26.9,1338,0,0.002,100,0.003,80,0.003,0.003,861,824,700,467,116,138,0,0,0,8.1,8,0,0,0,0,0,50,0,-71.0,-17.9
41.086,104,6.4,1471,0,0.002,100,0.004,80,0.003,0.003,862,866,700,453,121,119,0,0,0,8.4,8,0,0,0,0,0,50,0,133.0,33.3
41.201,105,16.2,1510,0,0.02,100,0.041,80,0.037,0.033,825,834,700,445,116,108,0,0,0,8.4,8,0,0,0,0,0,50,0,39.0,9.8
41.316,106,-3.1,1432,0,0.011,100,0.021,80,0.019,0.017,875,850,700,449,151,128,0,0,0,8.9,8,0,0,0,0,0,50,0,-78.0,-19.3
41.431,107,6,1469,0,-0.012,100,-0.025,80,-0.022,-0.02,779,846,700,465,106,137,0,0,0,8.8,8,0,0,0,0,0,50,0,37.0,9.1
41.545,108,-3,1433,0,0.018,100,0.036,80,0.033,0.029,787,853,700,455,120,106,0,0,0,8.6,8,0,0,0,0,0,50,0,-36.0,-9.0
41.660,109,11.4,1490,0,0.017,100,0.035,80,0.031,0.028,865,875,700,449,106,104,0,0,0,8.8,8,0,0,0,0,0,50,0,57.0,14.4
41.775,110,16.2,1510,0,0.018,100,0.036,80,0.032,0.028,853,839,700,450,116,111,0,0,0,8.7,8,0,0,0,0,0,50,0,20.0,4.8
41.890,111,26,1549,0,0.006,100,0.011,80,0.01,0.009,835,817,700,455,127,115,0,0,0,8.4,8,0,0,0,0,0,50,0,39.0,9.8
42.004,112,0.6,1447,0,-0.008,100,-0.015,80,-0.014,-0.012,822,883,700,469,112,116,0,0,0,8.4,8,0,0,0,0,0,50,0,-102.0,-25.4
42.119,113,10.6,1487,0,-0.006,100,-0.012,80,-0.011,-0.01,815,826,700,452,119,128,0,0,0,8.4,8,0,0,0,0,0,50,0,40.0,10.0
42.234,114,11.9,1493,0,0.008,100,0.016,80,0.015,0.013,851,844,700,457,120,122,0,0,0,8.5,8,0,0,0,0,0,50,0,6.0,1.3
42.349,115,-3.9,1429,0,-0.035,100,-0.071,80,-0.064,-0.056,825,869,700,462,120,126,0,0,0,8.5,8,0,0,0,0,0,50,0,-64.0,-15.8
42.463,116,15.9,1509,0,0.025,100,0.05,80,0.045,0.04,835,845,700,442,124,128,0,0,0,8.5,8,0,0,0,0,0,50,0,80.0,19.8
42.578,117,-5.8,1422,0,0.049,100,0.099,80,0.089,0.079,843,845,700,444,124,118,0,0,0,8.3,8,0,0,0,0,0,50,0,-87.0,-21.7
42.693,118,19.9,1525,0,0.015,100,0.03,80,0.027,0.024,863,844,700,449,111,127,0,0,0,7.9,8,0,0,0,0,0,50,0,103.0,25.7
42.808,119,-0.4,1444,0,0.042,100,0.083,80,0.075,0.067,868,871,700,451,126,127,0,0,0,8,8,0,0,0,0,0,50,0,-81.0,-20.3
42.922,120,-8.5,1411,0,0.012,100,0.025,80,0.022,0.02,916,848,700,444,105,129,0,0,0,7.9,8,0,0,0,0,0,50,0,-33.0,-8.1
43.037,121,0.7,1448,0,0.007,100,0.015,80,0.013,0.012,896,913,700,458,126,121,0,0,0,7.7,8,0,0,0,0,0,50,0,37.0,9.2
43.152,122,5.8,1468,0,-0.001,100,-0.001,80,-0.001,-0.001,890,865,700,459,128,122,0,0,0,7.8,8,0,0,0,0,0,50,0,20.0,5.1
43.267,123,4,1461,0,0.044,100,0.088,80,0.079,0.07,863,848,700,447,109,119,0,0,0,7.7,8,0,0,0,0,0,50,0,-7.0,-1.8
43.382,124,3.1,1457,0,-0.051,100,-0.102,80,-0.092,-0.082,851,866,700,442,132,111,0,0,0,7.8,8,0,0,0,0,0,50,0,-4.0,-0.9
43.496,125,-14.7,1386,0,-0.027,100,-0.054,80,-0.049,-0.043,850,875,700,451,108,111,0,0,0,8.1,8,0,0,0,0,0,50,0,-71.0,-17.8
43.611,126,-10.7,1402,0,-0.004,100,-0.009,80,-0.008,-0.007,806,853,700,448,124,108,0,0,0,8.2,8,0,0,0,0,0,50,0,16.0,4.0
43.726,127,-17.4,1375,0,-0.016,100,-0.032,80,-0.029,-0.025,879,876,700,459,116,133,0,0,0,8.1,8,0,0,0,0,0,50,0,-27.0,-6.7
43.841,128,5.8,1468,0,-0.011,100,-0.023,80,-0.02,-0.018,870,831,700,438,122,117,0,0,0,7.8,8,0,0,0,0,0,50,0,93.0,23.2
43.955,129,-0.9,1441,0,-0.01,100,-0.02,80,-0.018,-0.016,886,839,700,459,134,121,0,0,0,7.7,8,0,0,0,0,0,50,0,-27.0,-6.7
44.070,130,-20.9,1361,0,-0.015,100,-0.03,80,-0.027,-0.024,865,850,700,439,126,111,0,0,0,8.1,8,0,0,0,0,0,50,0,-80.0,-20.0
44.185,131,15.9,1509,0,-0.002,100,-0.004,80,-0.003,-0.003,876,834,700,441,113,107,0,0,0,7.7,8,0,0,0,0,0,50,0,148.0,36.8
44.300,132,14.4,1503,0,0.033,100,0.067,80,0.06,0.054,857,824,700,444,134,121,0,0,0,7.8,8,0,0,0,0,0,50,0,-6.0,-1.5
44.414,133,5.9,1468,0,-0.01,100,-0.02,80,-0.018,-0.016,800,831,700,452,120,109,0,0,0,7.5,8,0,0,0,0,0,50,0,-35.0,-8.5
44.529,134,-4.7,1426,0,0.039,100,0.078,80,0.07,0.063,826,827,700,444,115,123,0,0,0,7.5,8,0,0,0,0,0,50,0,-42.0,-10.6
44.644,135,20.8,1528,0,-0.044,100,-0.089,80,-0.08,-0.071,850,851,700,448,116,128,0,0,0,7.6,8,0,0,0,0,0,50,0,102.0,25.5
44.759,136,-5.6,1423,0,-0.003,100,-0.006,80,-0.006,-0.005,850,853,700,457,119,119,0,0,0,7.6,8,0,0,0,0,0,50,0,-105.0,-26.4
44.873,137,-0.6,1443,0,-0.025,100,-0.05,80,-0.045,-0.04,240,824,700,444,109,120,0,0,0,7.7,8,0,0,0,0,0,50,0,20.0,5.0
44.988,138,6.3,1470,0,-0.044,100,-0.088,80,-0.079,-0.07,892,851,700,458,120,111,0,0,0,7.7,8,0,0,0,0,0,50,0,27.0,6.9
45.103,139,26.3,1550,0,-0.027,100,-0.054,80,-0.048,-0.043,848,871,700,449,123,142,0,0,0,7.5,8,0,0,0,0,0,50,0,80.0,20.0
45.218,140,-10.7,1402,0,-0.001,100,-0.002,80,-0.002,-0.002,866,852,700,453,121,122,0,0,0,7.3,8,0,0,0,0,0,50,0,-148.0,-37.0
45.333,141,13.6,1499,0,0.025,100,0.051,80,0.046,0.041,860,858,700,448,122,113,0,0,0,7.1,8,0,0,0,0,0,50,0,97.0,24.3
45.447,142,1.2,1450,0,-0.021,100,-0.041,80,-0.037,-0.033,888,904,700,453,117,130,0,0,0,7.1,8,0,0,0,0,0,50,0,-49.0,-12.4
45.562,143,5.2,1466,0,0.002,100,0.004,80,0.003,0.003,844,853,700,455,112,123,0,0,0,7,8,0,0,0,0,0,50,0,16.0,4.0
45.677,144,1.6,1451,0,0.027,100,0.055,80,0.049,0.044,850,876,700,454,117,119,0,0,0,6.9,8,0,0,0,0,0,50,0,-15.0,-3.6
45.792,145,0.9,1448,0,0.023,100,0.047,80,0.042,0.037,800,858,700,459,100,107,0,0,0,6.7,8,0,0,0,0,0,50,0,-3.0,-0.7
45.906,146,-20.1,1365,0,0.041,100,0.082,80,0.074,0.066,818,853,700,435,116,124,0,0,0,6.8,8,0,0,0,0,0,50,0,-83.0,-21.0
46.021,147,-74,1170,1,-0.026,100,-0.051,80,-0.046,-0.041,841,850,700,465,123,119,0,0,0,7.1,8,0,0,0,0,0,0,0,-195.0,-53.9
46.136,148,-83.4,1170,1,-0.029,100,-0.058,80,-0.052,-0.047,887,822,700,446,139,94,0,0,0,7.2,8,0,0,0,0,0,0,1,0.0,-9.4
46.251,149,-77.8,1170,1,-0.033,100,-0.065,80,-0.059,-0.052,822,834,700,442,104,127,0,0,0,7.7,8,0,0,0,0,0,0,1,0.0,5.6
46.365,150,-88,1170,1,-0.036,100,-0.072,80,-0.065,-0.058,795,886,700,449,116,113,0,0,0,8,8,0,0,0,0,0,0,1,0.0,-10.2
46.480,151,-77.4,1170,1,-0.039,100,-0.079,80,-0.071,-0.063,797,827,700,439,120,116,0,0,0,7.9,8,0,0,0,0,0,0,1,0.0,10.6
46.595,152,-94.1,1170,1,-0.043,100,-0.086,80,-0.077,-0.069,842,839,700,447,118,131,0,0,0,7.7,8,0,0,0,0,0,0,1,0.0,-16.7
46.710,153,-93.2,1170,1,-0.046,100,-0.093,80,-0.083,-0.074,863,860,700,464,133,117,0,0,0,7.9,8,0,0,0,0,0,0,1,0.0,0.9
46.825,154,-118.9,1170,1,-0.05,100,-0.099,80,-0.09,-0.08,863,848,700,452,127,126,0,0,0,7.5,8,0,0,0,0,0,0,1,0.0,-25.7
46.939,155,-108.9,1170,1,-0.053,100,-0.106,80,-0.096,-0.085,837,860,700,445,99,108,0,0,0,7.3,8,0,0,0,0,0,0,1,0.0,10.0
47.054,156,-114.6,1170,1,-0.057,100,-0.113,80,-0.102,-0.091,852,873,700,452,116,124,0,0,0,7.3,8,0,0,0,0,0,0,1,0.0,-5.7
47.169,157,-125.1,1170,1,-0.06,100,-0.12,80,-0.108,-0.096,850,851,700,463,116,114,0,0,0,7.6,8,0,0,0,0,0,0,1,0.0,-10.5
47.284,158,-125.5,1170,1,-0.064,100,-0.127,80,-0.114,-0.102,839,796,700,444,116,108,0,0,0,7.8,8,0,0,0,0,0,0,1,0.0,-0.4
47.398,159,-132.5,1170,1,-0.067,100,-0.134,80,-0.121,-0.107,842,899,700,448,108,117,0,0,0,8,8,0,0,0,0,0,0,1,0.0,-7.0
47.513,160,-129.5,1170,1,-0.07,100,-0.141,80,-0.127,-0.113,859,881,700,442,103,128,0,0,0,7.6,8,0,0,0,0,0,0,1,0.0,3.0
47.628,161,-142.6,1170,1,-0.074,100,-0.148,80,-0.133,-0.118,828,821,700,443,121,124,0,0,0,7.7,8,0,0,0,0,0,0,1,0.0,-13.1
47.743,162,-147.1,1170,1,-0.077,100,-0.155,80,-0.139,-0.124,797,844,700,446,113,125,0,0,0,7.6,8,0,0,0,0,0,0,1,0.0,-4.5
47.857,163,-152.3,1170,1,-0.081,100,-0.161,80,-0.145,-0.129,826,834,700,439,116,130,0,0,0,7.4,8,0,0,0,0,0,0,1,0.0,-5.2
47.972,164,-169.9,1170,1,-0.084,100,-0.168,80,-0.151,-0.135,847,842,700,461,123,125,0,0,0,7.4,8,0,0,0,0,0,0,1,0.0,-17.6
48.087,165,-500,1170,3,-0.077,100,-0.154,80,-0.139,-0.123,310,853,700,453,121,110,60,12,0,7.6,8,0,0,0,0,0,0,1,0.0,-330.1
48.202,166,-500,1170,3,-0.08,100,-0.16,80,-0.144,-0.128,297,797,700,447,108,117,60,12,0,8.3,8,0,0,0,0,0,0,3,0.0,0.0
48.316,167,-500,1170,3,-0.083,100,-0.166,80,-0.149,-0.133,294,852,700,450,114,113,60,12,0,9,8,0,0,0,0,0,0,3,0.0,0.0
48.431,168,-500,1170,3,-0.086,100,-0.172,80,-0.154,-0.137,279,854,700,447,117,103,60,12,0,9,8,0,0,0,0,0,0,3,0.0,0.0
48.546,169,-500,1170,3,-0.089,100,-0.177,80,-0.16,-0.142,301,814,700,441,113,109,60,12,0,8.9,8,0,0,0,0,0,0,3,0.0,0.0
48.661,170,-500,1170,3,-0.092,100,-0.183,80,-0.165,-0.146,294,808,700,444,121,109,60,12,0,8.9,8,0,0,0,0,0,0,3,0.0,0.0
48.776,171,-500,1170,3,-0.094,100,-0.189,80,-0.17,-0.151,283,817,700,448,117,121,60,12,0,9.1,8,0,0,0,0,0,0,3,0.0,0.0
48.890,172,-500,1170,3,-0.097,100,-0.195,80,-0.175,-0.156,290,862,700,444,129,129,60,12,0,9,8,0,0,0,0,0,0,3,0.0,0.0
49.005,173,-500,1170,3,-0.1,100,-0.2,80,-0.18,-0.16,313,782,700,450,117,104,60,12,0,8.8,8,0,0,0,0,0,0,3,0.0,0.0
49.120,174,-500,1170,3,-0.103,100,-0.206,80,-0.185,-0.165,286,834,700,442,140,118,60,12,0,9.1,8,0,0,0,0,0,0,3,0.0,0.0
49.235,175,-500,1170,3,-0.106,100,-0.212,80,-0.191,-0.169,323,814,700,461,116,102,60,12,0,8.8,8,0,0,0,0,0,0,3,0.0,0.0
49.349,176,-500,1170,3,-0.109,100,-0.217,80,-0.196,-0.174,310,893,700,445,117,109,60,12,0,8.6,8,0,0,0,0,0,0,3,0.0,0.0
49.464,177,-500,1170,3,-0.112,100,-0.223,80,-0.201,-0.179,338,849,700,446,125,105,60,12,0,8.7,8,0,0,0,0,0,0,3,0.0,0.0
49.579,178,-500,1170,3,-0.114,100,-0.229,80,-0.206,-0.183,282,865,700,457,124,121,60,12,0,8.6,8,0,0,0,0,0,0,3,0.0,0.0
49.694,179,-500,1170,3,-0.117,100,-0.235,80,-0.211,-0.188,288,873,700,459,110,128,60,12,0,8.2,8,0,0,0,0,0,0,3,0.0,0.0
49.808,180,-500,1170,3,-0.12,100,-0.24,80,-0.216,-0.192,312,867,700,444,126,133,60,12,0,8,8,0,0,0,0,0,0,3,0.0,0.0
49.923,181,-500,1170,3,-0.123,100,-0.246,80,-0.222,-0.197,315,855,700,449,109,127,60,12,0,8,8,0,0,0,0,0,0,3,0.0,0.0
50.038,182,-500,1170,3,-0.126,100,-0.252,80,-0.227,-0.202,285,877,700,437,115,129,60,12,0,8.2,8,0,0,0,0,0,0,3,0.0,0.0
50.153,183,-500,1170,3,-0.129,100,-0.258,80,-0.232,-0.206,305,792,700,441,125,110,60,12,0,8.3,8,0,0,0,0,0,0,3,0.0,0.0
50.267,184,-500,1170,3,-0.132,100,-0.263,80,-0.237,-0.211,277,907,700,457,100,100,60,12,0,8.4,8,0,0,0,0,0,0,3,0.0,0.0
50.382,185,-500,1170,3,-0.135,100,-0.269,80,-0.242,-0.215,294,878,700,428,122,108,60,12,0,8.1,8,0,0,0,0,0,0,3,0.0,0.0
50.497,186,-500,1170,3,-0.137,100,-0.275,80,-0.247,-0.22,316,893,700,440,115,112,60,12,0,8.3,8,0,0,0,0,0,0,3,0.0,0.0
50.612,187,-500,1170,3,-0.14,100,-0.281,80,-0.253,-0.224,305,856,700,460,121,90,60,12,0,8.1,8,0,0,0,0,0,0,3,0.0,0.0
50.727,188,-500,1170,3,-0.143,100,-0.286,80,-0.258,-0.229,296,842,700,455,115,111,60,12,0,7.9,8,0,0,0,0,0,0,3,0.0,0.0
50.841,189,-500,1170,3,-0.146,100,-0.292,80,-0.263,-0.234,309,808,700,452,123,130,60,12,0,7.8,8,0,0,0,0,0,0,3,0.0,0.0
50.956,190,-500,1170,3,-0.149,100,-0.298,80,-0.268,-0.238,325,818,700,461,116,97,60,12,0,7.9,8,0,0,0,0,0,0,3,0.0,0.0
51.071,191,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,278,851,700,437,130,112,60,12,0,8.1,8,1,0,0,0,0,0,3,0.0,150.0
51.186,192,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,248,842,700,454,119,105,60,12,0,8.1,8,1,0,0,0,0,0,8,0.0,0.0
51.300,193,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,282,870,700,451,125,112,60,12,0,7.9,8,1,0,0,0,0,0,8,0.0,0.0
51.415,194,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,265,872,700,436,119,129,60,12,0,7.9,8,1,0,0,0,0,0,8,0.0,0.0
51.530,195,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,263,851,700,454,112,127,60,12,0,7.9,8,1,0,0,0,0,0,8,0.0,0.0
51.645,196,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,254,808,700,448,122,129,60,12,0,8.2,8,1,0,0,0,0,0,8,0.0,0.0
51.759,197,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,270,860,700,438,112,116,60,12,0,8.3,8,1,0,0,0,0,0,8,0.0,0.0
51.874,198,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,287,874,700,460,115,114,60,12,0,8.4,8,1,0,0,0,0,0,8,0.0,0.0
51.989,199,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,268,891,700,453,138,118,60,12,0,8.1,8,1,0,0,0,0,0,8,0.0,0.0
52.104,200,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,268,833,700,440,136,107,60,12,0,8.6,8,1,0,0,0,0,0,8,0.0,0.0
52.219,201,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,250,857,700,441,145,115,60,12,0,8.6,8,1,0,0,0,0,0,8,0.0,0.0
52.333,202,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,282,818,700,454,113,112,60,12,0,8.4,8,1,0,0,0,0,0,8,0.0,0.0
52.448,203,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,256,860,700,457,111,126,60,12,0,8.2,8,1,0,0,0,0,0,8,0.0,0.0
52.563,204,-420,1170,0,0.037,100,0.075,80,0.067,0.06,883,838,700,443,122,129,0,0,0,8.2,8,0,2,0,0,0,50,8,0.0,-70.0
52.678,205,-420,1170,0,0.023,100,0.046,80,0.041,0.037,817,829,700,466,120,120,0,0,0,7.7,8,0,2,0,0,0,50,0,0.0,0.0
52.792,206,-420,1170,0,0.027,100,0.053,80,0.048,0.043,797,851,700,446,120,124,0,0,0,8.3,8,0,2,0,0,0,50,0,0.0,0.0
52.907,207,-420,1170,0,0.001,100,0.001,80,0.001,0.001,874,855,700,447,123,118,0,0,0,8.3,8,0,2,0,0,0,50,0,0.0,0.0
53.022,208,-420,1170,0,0.018,100,0.036,80,0.033,0.029,844,789,700,456,110,98,0,0,0,8.5,8,0,2,0,0,0,50,0,0.0,0.0
53.137,209,-420,1170,0,0.023,100,0.046,80,0.042,0.037,823,839,700,459,119,116,0,0,0,8.4,8,0,2,0,0,0,50,0,0.0,0.0
53.251,210,-420,1170,0,0.041,100,0.082,80,0.073,0.065,877,848,700,443,125,110,0,0,0,8,8,0,1,0,0,0,50,0,0.0,0.0
53.366,211,-420,1170,0,0.009,100,0.018,80,0.016,0.014,857,866,700,443,116,141,0,0,0,8.2,8,0,1,0,0,0,50,0,0.0,0.0
53.481,212,-420,1170,0,-0.012,100,-0.024,80,-0.021,-0.019,877,846,700,439,125,128,0,0,0,7.9,8,0,1,0,0,0,50,0,0.0,0.0
53.596,213,-420,1170,0,0.001,100,0.003,80,0.002,0.002,876,824,700,444,121,125,0,0,0,8,8,0,1,0,0,0,50,0,0.0,0.0
53.710,214,-420,1170,0,-0.025,100,-0.049,80,-0.045,-0.04,882,838,700,448,105,118,0,0,0,7.7,8,0,1,0,0,0,50,0,0.0,0.0
53.825,215,-420,1170,0,-0.005,100,-0.01,80,-0.009,-0.008,863,842,700,438,120,109,0,0,0,7.8,8,0,1,0,0,0,50,0,0.0,0.0
53.940,216,-420,1170,0,-0.002,100,-0.005,80,-0.004,-0.004,855,809,700,447,124,121,0,0,0,7.4,8,0,1,0,0,0,50,0,0.0,0.0
54.055,217,64.2,1702,2,0.027,100,0.053,80,0.048,0.043,862,850,700,446,122,120,0,0,0,7.3,8,0,0,0,0,0,0,0,532.0,484.2
54.170,218,80,1720,2,0.03,100,0.06,80,0.054,0.048,866,855,700,445,109,122,0,0,0,7.5,8,0,0,0,0,0,0,2,18.0,15.8
54.284,219,76.7,1720,2,0.034,100,0.067,80,0.06,0.054,840,907,700,452,108,119,0,0,0,7.5,8,0,0,0,0,0,0,2,0.0,-3.3
54.399,220,88.9,1720,2,0.037,100,0.074,80,0.067,0.059,866,865,700,448,115,119,0,0,0,7.8,8,0,0,0,0,0,0,2,0.0,12.2
54.514,221,102.7,1720,2,0.04,100,0.081,80,0.073,0.065,867,799,700,460,116,109,0,0,0,8.4,8,0,0,0,0,0,0,2,0.0,13.8
54.629,222,300,1720,3,0.044,100,0.088,80,0.079,0.07,868,837,700,433,122,111,60,12,0,8.7,8,0,0,0,0,0,0,2,0.0,197.3
54.743,223,300,1720,3,0.047,100,0.095,80,0.085,0.076,845,876,700,466,125,123,60,12,0,8.9,8,0,0,0,0,0,0,3,0.0,0.0
54.858,224,300,1720,3,0.051,100,0.101,80,0.091,0.081,863,860,700,455,124,133,60,12,0,9.4,8,0,0,0,0,0,0,3,0.0,0.0
54.973,225,300,1720,3,0.054,100,0.108,80,0.098,0.087,841,834,700,463,135,125,60,12,0,9.1,8,0,0,0,0,0,0,3,0.0,0.0
55.088,226,121.7,1720,2,0.058,100,0.115,80,0.104,0.092,870,823,700,451,135,130,0,0,0,9.1,8,0,0,0,0,0,0,3,0.0,-178.3
55.202,227,117.2,1720,2,0.061,100,0.122,80,0.11,0.098,829,864,700,453,129,116,0,0,0,9.2,8,0,0,0,0,0,0,2,0.0,-4.5
55.317,228,132.7,1720,2,0.065,100,0.129,80,0.116,0.103,846,884,700,464,123,132,0,0,0,9.2,8,0,0,0,0,0,0,2,0.0,15.5
55.432,229,134.5,1720,2,0.068,100,0.136,80,0.122,0.109,844,847,700,463,101,118,0,0,0,9.1,8,0,0,0,0,0,0,2,0.0,1.8
55.547,230,500,1720,4,0.076,100,0.152,80,0.137,0.122,839,314,700,458,116,118,60,0,14,9.1,8,0,0,0,0,0,0,2,0.0,365.5
55.661,231,500,1720,4,0.079,100,0.158,80,0.142,0.126,871,337,700,435,106,113,60,0,14,8.4,8,0,0,0,0,0,0,4,0.0,0.0
55.776,232,500,1720,4,0.082,100,0.164,80,0.147,0.131,848,313,700,440,141,94,60,0,14,8,8,0,0,0,0,0,0,4,0.0,0.0
55.891,233,500,1720,4,0.085,100,0.17,80,0.153,0.136,862,320,700,459,111,125,60,0,14,8.2,8,0,0,0,0,0,0,4,0.0,0.0
56.006,234,500,1720,4,0.088,100,0.175,80,0.158,0.14,885,298,700,464,126,120,60,0,14,8.3,8,0,0,0,0,0,0,4,0.0,0.0
56.121,235,500,1720,4,0.091,100,0.181,80,0.163,0.145,873,321,700,462,110,112,60,0,14,8.3,8,0,0,0,0,0,0,4,0.0,0.0
56.235,236,500,1720,4,0.093,100,0.187,80,0.168,0.149,839,304,700,458,118,124,60,0,14,8.1,8,0,0,0,0,0,0,4,0.0,0.0
56.350,237,500,1720,4,0.096,100,0.193,80,0.173,0.154,811,323,700,433,103,96,60,0,14,8.4,8,0,0,0,0,0,0,4,0.0,0.0
56.465,238,500,1720,4,0.099,100,0.198,80,0.178,0.159,864,322,700,447,123,119,60,0,14,8.5,8,0,0,0,0,0,0,4,0.0,0.0
56.580,239,500,1720,4,0.102,100,0.204,80,0.184,0.163,884,318,700,446,131,115,60,0,14,8.3,8,0,0,0,0,0,0,4,0.0,0.0
